title,number,body,state,date_of_creation,user,closing_date,num_commits,additions,deletions,changed_files
Bump xmlunit-core from 2.8.0 to 2.8.1,7102,"Bumps [xmlunit-core](https://github.com/xmlunit/xmlunit) from 2.8.0 to 2.8.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/xmlunit/xmlunit/releases"">xmlunit-core's releases</a>.</em></p>
<blockquote>
<h2>XMLUnit for Java 2.8.1</h2>
<p>The only real change when compared to XMLUnit for Java 2.8.0 is the introduction of a new <code>xmlunit-assertj3</code> module that requires AssertJ 3.18.1 or later in order to address a problem with running AssertJ tests in an OSGi environment.</p>
<p>The original <code>xmlunit-assertj</code> module will still be supported.</p>
<p>The full changelog of XMLUnit for Java 2.8.1</p>
<ul>
<li>
<p>added a new xmlunit-assertj3 module that requires AssertJ 3.18.1 or later.</p>
<p>This module no longer uses AssertJ internal classes that are not exported to OSGi environments and thus fixes issue <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a>.</p>
<p>The module (like AssertJ 3.x itself) requires Java 8 at runtime and is similar to xmlunit-assertj but is no drop-in replacement. It uses a different Java package from xmlunit-assertj and <code>CompareAssert</code> will no longer throw a JUnit 4.x <code>ComparisonException</code> but an opentest4j <code>AssertionFailedError</code> instead.</p>
<p>The existing xmlunit-assertj module will still be supported in future releases but expect AssertJ 3.x specific changes to only get applied to xmlunit-assertj3.</p>
<p>Many thanks to <a href=""https://github.com/Zegveld"">@Zegveld</a>, <a href=""https://github.com/scordio"">@scordio</a> and  <a href=""https://github.com/joel-costigliola"">@joel-costigliola</a>.</p>
</li>
</ul>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/xmlunit/xmlunit/blob/main/RELEASE_NOTES.md"">xmlunit-core's changelog</a>.</em></p>
<blockquote>
<h2>XMLUnit for Java 2.8.1 - /Released 2020-11-15/</h2>
<ul>
<li>
<p>added a new xmlunit-assertj3 module that requires AssertJ 3.18.1 or
later.</p>
<p>This module no longer uses AssertJ internal classes that are not
exported to OSGi environments and thus fixes issue <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a>.</p>
<p>The module (like AssertJ 3.x itself) requires Java 8 at runtime and
is similar to xmlunit-assertj but is no drop-in replacement. It uses
a different Java package from xmlunit-assertj and <code>CompareAssert</code>
will no longer throw a JUnit 4.x <code>ComparisonException</code> but an
opentest4j <code>AssertionFailedError</code> instead.</p>
<p>The existing xmlunit-assertj module will still be supported in
future releases but expect AssertJ 3.x specific changes to only get
applied to xmlunit-assertj3.</p>
<p>Many thanks to <a href=""https://github.com/Zegveld"">@Zegveld</a>,
<a href=""https://github.com/scordio"">@scordio</a> and
<a href=""https://github.com/joel-costigliola"">@joel-costigliola</a>.</p>
</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/4f40e461dfb74517f8c579d436a518c3866a5bef""><code>4f40e46</code></a> cut XMLUnit 2.8.1</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/36470a14c116ddbd3d082ac6cbb310bc93a4960d""><code>36470a1</code></a> document xmlunit-assertj3 module. closes <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/d62805dbdf5e771ef864f0166afd7f0d3497a23d""><code>d62805d</code></a> migrated to travis-ci.com</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/7da8ed8be881397d7385e9da33f6b2172e9fbce0""><code>7da8ed8</code></a> update javadocs for xmlunit-assertj3</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/39e8e9aade11f7f943fd3c20b8e7d8503fd869e0""><code>39e8e9a</code></a> update release notes for <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/a1b5ea46727c5a526ea5328a2427cff19683f173""><code>a1b5ea4</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/206"">#206</a> from rigd-loxia/main</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/cfec6b12cb74b88406712cf59af61596c6b903a9""><code>cfec6b1</code></a> <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/205"">#205</a>: escape '%'-signs for further handling in assertj.</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/6e1f83d68c028a5ed4bb1f6f8bbadc4181ca1024""><code>6e1f83d</code></a> Use the now protected isElementOfCustomAssert, see <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/70df913acf9f233ba2c630f410341bb0d2a2af5d""><code>70df913</code></a> hello is the expanded reference, nit xyzzy</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/18e329ef5245f818daa20c1a29101ef0557d96e0""><code>18e329e</code></a> prepare for isElementOfCustomAssert becoming protected - see <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li>Additional commits viewable in <a href=""https://github.com/xmlunit/xmlunit/compare/v2.8.0...v2.8.1"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=org.xmlunit:xmlunit-core&package-manager=gradle&previous-version=2.8.0&new-version=2.8.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually


</details>",open,2020-11-16T05:34:35Z,dependabot[bot],,1,1,1,1
Bump xmlunit-matchers from 2.8.0 to 2.8.1,7101,"Bumps [xmlunit-matchers](https://github.com/xmlunit/xmlunit) from 2.8.0 to 2.8.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/xmlunit/xmlunit/releases"">xmlunit-matchers's releases</a>.</em></p>
<blockquote>
<h2>XMLUnit for Java 2.8.1</h2>
<p>The only real change when compared to XMLUnit for Java 2.8.0 is the introduction of a new <code>xmlunit-assertj3</code> module that requires AssertJ 3.18.1 or later in order to address a problem with running AssertJ tests in an OSGi environment.</p>
<p>The original <code>xmlunit-assertj</code> module will still be supported.</p>
<p>The full changelog of XMLUnit for Java 2.8.1</p>
<ul>
<li>
<p>added a new xmlunit-assertj3 module that requires AssertJ 3.18.1 or later.</p>
<p>This module no longer uses AssertJ internal classes that are not exported to OSGi environments and thus fixes issue <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a>.</p>
<p>The module (like AssertJ 3.x itself) requires Java 8 at runtime and is similar to xmlunit-assertj but is no drop-in replacement. It uses a different Java package from xmlunit-assertj and <code>CompareAssert</code> will no longer throw a JUnit 4.x <code>ComparisonException</code> but an opentest4j <code>AssertionFailedError</code> instead.</p>
<p>The existing xmlunit-assertj module will still be supported in future releases but expect AssertJ 3.x specific changes to only get applied to xmlunit-assertj3.</p>
<p>Many thanks to <a href=""https://github.com/Zegveld"">@Zegveld</a>, <a href=""https://github.com/scordio"">@scordio</a> and  <a href=""https://github.com/joel-costigliola"">@joel-costigliola</a>.</p>
</li>
</ul>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/xmlunit/xmlunit/blob/main/RELEASE_NOTES.md"">xmlunit-matchers's changelog</a>.</em></p>
<blockquote>
<h2>XMLUnit for Java 2.8.1 - /Released 2020-11-15/</h2>
<ul>
<li>
<p>added a new xmlunit-assertj3 module that requires AssertJ 3.18.1 or
later.</p>
<p>This module no longer uses AssertJ internal classes that are not
exported to OSGi environments and thus fixes issue <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a>.</p>
<p>The module (like AssertJ 3.x itself) requires Java 8 at runtime and
is similar to xmlunit-assertj but is no drop-in replacement. It uses
a different Java package from xmlunit-assertj and <code>CompareAssert</code>
will no longer throw a JUnit 4.x <code>ComparisonException</code> but an
opentest4j <code>AssertionFailedError</code> instead.</p>
<p>The existing xmlunit-assertj module will still be supported in
future releases but expect AssertJ 3.x specific changes to only get
applied to xmlunit-assertj3.</p>
<p>Many thanks to <a href=""https://github.com/Zegveld"">@Zegveld</a>,
<a href=""https://github.com/scordio"">@scordio</a> and
<a href=""https://github.com/joel-costigliola"">@joel-costigliola</a>.</p>
</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/4f40e461dfb74517f8c579d436a518c3866a5bef""><code>4f40e46</code></a> cut XMLUnit 2.8.1</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/36470a14c116ddbd3d082ac6cbb310bc93a4960d""><code>36470a1</code></a> document xmlunit-assertj3 module. closes <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/d62805dbdf5e771ef864f0166afd7f0d3497a23d""><code>d62805d</code></a> migrated to travis-ci.com</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/7da8ed8be881397d7385e9da33f6b2172e9fbce0""><code>7da8ed8</code></a> update javadocs for xmlunit-assertj3</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/39e8e9aade11f7f943fd3c20b8e7d8503fd869e0""><code>39e8e9a</code></a> update release notes for <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/a1b5ea46727c5a526ea5328a2427cff19683f173""><code>a1b5ea4</code></a> Merge pull request <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/206"">#206</a> from rigd-loxia/main</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/cfec6b12cb74b88406712cf59af61596c6b903a9""><code>cfec6b1</code></a> <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/205"">#205</a>: escape '%'-signs for further handling in assertj.</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/6e1f83d68c028a5ed4bb1f6f8bbadc4181ca1024""><code>6e1f83d</code></a> Use the now protected isElementOfCustomAssert, see <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/70df913acf9f233ba2c630f410341bb0d2a2af5d""><code>70df913</code></a> hello is the expanded reference, nit xyzzy</li>
<li><a href=""https://github.com/xmlunit/xmlunit/commit/18e329ef5245f818daa20c1a29101ef0557d96e0""><code>18e329e</code></a> prepare for isElementOfCustomAssert becoming protected - see <a href=""https://github-redirect.dependabot.com/xmlunit/xmlunit/issues/203"">#203</a></li>
<li>Additional commits viewable in <a href=""https://github.com/xmlunit/xmlunit/compare/v2.8.0...v2.8.1"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=org.xmlunit:xmlunit-matchers&package-manager=gradle&previous-version=2.8.0&new-version=2.8.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually


</details>",open,2020-11-16T05:34:25Z,dependabot[bot],,1,1,1,1
Added TIA Test Configurations,7098,"<!-- 
Describe the changes you have made here: what, why, ... 
Link issues that are fixed, e.g. ""Fixes #333"".
If you fixed a koppor issue, link it, e.g. ""Fixes https://github.com/koppor/jabref/issues/47"".
The title of the PR must not reference an issue, because GitHub does not support autolinking there.
-->


<!-- 
- Go through the list below. If a task has been completed, mark it done by using `[x]`.
- Please don't remove any items, just leave them unchecked if they are not applicable.
-->

- [x] Change in CHANGELOG.md described (if applicable)
- [x] Tests created for changes (if applicable)
- [x] Manually tested changed features in running JabRef (always required)
- [x] Screenshots added in PR description (for UI changes)
- [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or, even better, submitted a pull request to the documentation repository.
",open,2020-11-15T12:34:34Z,ole-ve,,1,29,0,1
Refine default preview,7093,"This applies the quick fix proposed at https://github.com/JabRef/jabref/issues/7083. To implement the full functionality a longer thought on previews is requried.

I think, the first proposal is a good step towards a better preview: Show the full names of authors and editors, to list the editor only if no author is present, have the year ealier. 

I disliked the default preview style, but could not make any (good) proposal. We need to keep the custom preview, because humanities have special requirements not met by CSL (especially displaying the comments field, ...)

- [x] Change in CHANGELOG.md described (if applicable)
- [ ] Tests created for changes (if applicable)
- [ ] Manually tested changed features in running JabRef (always required)
- [ ] Screenshots added in PR description (for UI changes)
- [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or, even better, submitted a pull request to the documentation repository.
",open,2020-11-10T21:37:28Z,koppor,,1,18,19,2
Bump jakarta.annotation-api from 1.3.5 to 2.0.0,7090,"Bumps [jakarta.annotation-api](https://github.com/eclipse-ee4j/common-annotations-api) from 1.3.5 to 2.0.0.
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/8d7a88beaa21a0dbd193e618f568961133237cd3""><code>8d7a88b</code></a> Prepare release jakarta.annotation:ca-parent:2.0.0</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/3c79c0a85b39a5d776df52fcc47bf0fb46eb1f36""><code>3c79c0a</code></a> Fix spec references in javadoc (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/83"">#83</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/dfc56409e12d13da5af862ee548f6a8419a0c653""><code>dfc5640</code></a> use jakarta spec names (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/82"">#82</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/5a07f027723d5e2cab7a81ca660e949898fd833b""><code>5a07f02</code></a> Bring language on the table and types up to Jakarta EE 9 level (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/80"">#80</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/e4067f804e1dc6021144300d05a9f9925c488bca""><code>e4067f8</code></a> Updated README with correct module name (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/79"">#79</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/67934acfe3438e8fadc8cbbcdf643e4f3c85bacf""><code>67934ac</code></a> fixed link to image for pdf, (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/78"">#78</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/049fa248facd2e999b35ec3f77f056cf3de5d5c1""><code>049fa24</code></a> <a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/74"">#74</a>: Update CONTRIBUTING.md for Specification Project's repositories (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/77"">#77</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/dfb5a5403bdf75d3be1d31381c71cad92e98a207""><code>dfb5a54</code></a> drop parent pom, (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/76"">#76</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/b623aa86d326676d553fa75016ee64338621c45c""><code>b623aa8</code></a> add proper JPMS descriptor, upgrade build plugins (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/72"">#72</a>)</li>
<li><a href=""https://github.com/eclipse-ee4j/common-annotations-api/commit/71b1d1c64b20988fa40f64d935d322dca751e430""><code>71b1d1c</code></a> Jakartified spec (<a href=""https://github-redirect.dependabot.com/eclipse-ee4j/common-annotations-api/issues/71"">#71</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/eclipse-ee4j/common-annotations-api/compare/1.3.5...2.0.0"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=jakarta.annotation:jakarta.annotation-api&package-manager=gradle&previous-version=1.3.5&new-version=2.0.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually


</details>",open,2020-11-09T05:35:48Z,dependabot[bot],,2,1,4,2
Bump jakarta.xml.bind-api from 2.3.2 to 3.0.0,7086,"Bumps jakarta.xml.bind-api from 2.3.2 to 3.0.0.


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=jakarta.xml.bind:jakarta.xml.bind-api&package-manager=gradle&previous-version=2.3.2&new-version=3.0.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually


</details>",open,2020-11-09T05:35:13Z,dependabot[bot],,4,9,9,2
Fix Google Scholar fetcher for downloading a single entry,7075,"GoogleScholar changed their page (IMHO)

First page:

![grafik](https://user-images.githubusercontent.com/1366654/98176330-98d8cd80-1ef8-11eb-804b-2bc7b09b62da.png)

## Second ""page""

Click on cited loads the content of that thing:

![grafik](https://user-images.githubusercontent.com/1366654/98176346-a42bf900-1ef8-11eb-931b-bdf420873315.png)

There, BibTeX can be downloaded as usual.

![grafik](https://user-images.githubusercontent.com/1366654/98176998-f7527b80-1ef9-11eb-8257-2589dd44b355.png)

Example URL: https://scholar.google.ch/scholar?q=info:RExzBa3OlkQJ:scholar.google.com/&output=cite&scirp=0&hl=en

## Third page

Example URL: https://scholar.googleusercontent.com/scholar.bib?q=info:RExzBa3OlkQJ:scholar.google.com/&output=citation&scisdr=CgVYZoPbEOvJ014vy3E:AAGBfm0AAAAAX6Mq03ED_BBuflXyRuQujflFTqExM8uU&scisig=AAGBfm0AAAAAX6Mq0_wSs1k5gywcNDtaUBn0PeTKsRGQ&scisf=4&ct=citation&cd=-1&hl=en

Block notice:

![grafik](https://user-images.githubusercontent.com/1366654/98177028-089b8800-1efa-11eb-97c8-329728a7ac16.png)

## Summary

While programming, I came to the last step. The issue is that after 10 tries, I am banned and cannot continue.

- [ ] Change in CHANGELOG.md described (if applicable)
- [ ] Tests created for changes (if applicable)
- [ ] Manually tested changed features in running JabRef (always required)
- [ ] Screenshots added in PR description (for UI changes)
- [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or, even better, submitted a pull request to the documentation repository.
",open,2020-11-04T22:52:00Z,koppor,,1,60,22,4
Fixes exception in preview using regexp search and regexp search without specified field,7073,"<!-- 
Describe the changes you have made here: what, why, ... 
Link issues that are fixed, e.g. ""Fixes #333"".
If you fixed a koppor issue, link it, e.g. ""Fixes https://github.com/koppor/jabref/issues/47"".
The title of the PR must not reference an issue, because GitHub does not support autolinking there.
-->
Fixes #6777 . The issue originates in how the JavaScript regexp is created in `PreviewViewer#highlightSearchPattern`.

1. Fixes the use of regexp while searching for one term (e.g., `Liu.*`)
2. Fixes exception in the preview when forward slash is used in the regexp

<!-- 
- Go through the list below. If a task has been completed, mark it done by using `[x]`.
- Please don't remove any items, just leave them unchecked if they are not applicable.
-->

- [x] ~Change in CHANGELOG.md described (if applicable)~
- [ ] Tests created for changes (if applicable)
- [x] Manually tested changed features in running JabRef (always required)
- [x] ~Screenshots added in PR description (for UI changes)~
- [x] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or, even better, submitted a pull request to the documentation repository.
",open,2020-11-04T18:34:58Z,k3KAW8Pnf7mkmdSMPHz27,,12,126,66,6
Add documentation on fetcher trust levels,6990,"Follow-up to https://github.com/JabRef/jabref/pull/6937 in order to add documentation on our decisions taken in 2018.

- [ ] Change in CHANGELOG.md described (if applicable)
- [ ] Tests created for changes (if applicable)
- [ ] Manually tested changed features in running JabRef (always required)
- [ ] Screenshots added in PR description (for UI changes)
- [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or, even better, submitted a pull request to the documentation repository.
",open,2020-10-07T20:39:02Z,koppor,,1,44,2,3
"Add error dialog ""Problem finding files""",6842,"I added an Error Dialog in AutoSetFileLinks. #5890 
I decided to open a pull request in order to get feedback on what I've done. 

This is my first contribution to OpenSource ever, so beware of stupid mistakes.

I am currently trying to go through the motions of contributing. However, I have run into a
few issues:

	 `ERROR org.jabref.logic.l10n.Localization - Messages are not initialized before accessing key: Your current Java version (%0) is not supported. Please install version %1 or higher. - `




<!-- 
- Go through the list below. If a task has been completed, mark it done by using `[x]`.
- Please don't remove any items, just leave them unchecked if they are not applicable.
-->

- [ ] Change in CHANGELOG.md described (if applicable)
- [ ] Tests created for changes (if applicable)
- [ ] Manually tested changed features in running JabRef (always required)
- [ ] Screenshots added in PR description (for UI changes)
- [ ] [Checked documentation](https://docs.jabref.org/): Is the information available and up to date? If not created an issue at <https://github.com/JabRef/user-documentation/issues> or, even better, submitted a pull request to the documentation repository.
",open,2020-09-02T11:16:21Z,IfIWantedTo,,7,31,11,3
